"nb_postcode","agricultural_land","national_parks","agricultural_land_band","national_parks_band"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3358,"Unknown","Unknown","Unknown","Unknown"
3361,"1515219.62814481","0.0674124447","1,000,000-10,000,000","5-10%"
3361,"1515219.62814481","0.0674124447","1,000,000-10,000,000","5-10%"
3361,"1515219.62814481","0.0674124447","1,000,000-10,000,000","5-10%"
3361,"1515219.62814481","0.0674124447","1,000,000-10,000,000","5-10%"
3361,"1515219.62814481","0.0674124447","1,000,000-10,000,000","5-10%"
3361,"1515219.62814481","0.0674124447","1,000,000-10,000,000","5-10%"
3361,"1515219.62814481","0.0674124447","1,000,000-10,000,000","5-10%"
3373,"561363.373643308","0.0267965741","100,000-1,000,000","0-5%"
3373,"561363.373643308","0.0267965741","100,000-1,000,000","0-5%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3377,"4974683.77164001","0.17435708405","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3380,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3400,"5023821","0.176","1,000,000-10,000,000","15-25%"
3401,"4998531.01112122","0.1752368544","1,000,000-10,000,000","15-25%"
3401,"4998531.01112122","0.1752368544","1,000,000-10,000,000","15-25%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3427,"33175.89078842","0.021983910409","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3429,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3431,"33241","0.022","10,000-100,000","0-5%"
3433,"33241","0.022","10,000-100,000","0-5%"
3433,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3434,"33241","0.022","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3435,"58954.110581378","0.024498770324","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3437,"33417.09622067","0.02200234961","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3440,"34074.91053649","0.02201112667","10,000-100,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3442,"753402.00583582","0.03160893706","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3444,"783435.656675468","0.032974716594","100,000-1,000,000","0-5%"
3446,"737402.257984028","0.030891176594","100,000-1,000,000","0-5%"
3446,"737402.257984028","0.030891176594","100,000-1,000,000","0-5%"
3446,"737402.257984028","0.030891176594","100,000-1,000,000","0-5%"
3446,"737402.257984028","0.030891176594","100,000-1,000,000","0-5%"
3446,"737402.257984028","0.030891176594","100,000-1,000,000","0-5%"
3446,"737402.257984028","0.030891176594","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3450,"782711","0.032","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3458,"551509.98054266","0.02634190643","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3460,"537539","0.026","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3463,"782638.516265134","0.031997036608","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3465,"547193.09700443","0.026322398184","100,000-1,000,000","0-5%"
3505,"5026187.52462699","0.175900879456","1,000,000-10,000,000","15-25%"
3515,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
3550,"782711","0.032","100,000-1,000,000","0-5%"
